Account_Num,Situs_Address,Land_Value,Land_Acres,Improvement_Value,Total_Value,County,City,School,Spec1,Spec2,Spec3,Spec4,Spec5
42676680,,,,,,,,,,,,,
40976947,,,,,,,,,,,,,
4105176,,,,,,,,,,,,,
40925927,,,,,,,,,,,,,
41434129,,,,,,,,,,,,,
41484142,,,,,,,,,,,,,
41037243,,,,,,,,,,,,,
41270479,,,,,,,,,,,,,
42436352,,,,,,,,,,,,,
41291115,,,,,,,,,,,,,
41660579,,,,,,,,,,,,,
